股票代码,中文名称,每股收益(元),每股经营现金流(元),每股公积金(元),每股未分配利润(元),流通股本(亿股),流通市值(亿元),_quarter,stock_id,_stock_name,_selected_time
600260.XSHG,*ST凯乐,0.22,1.21,1.91,3.41,9.73,114.57,2020-10-28,600260.XSHG,*ST凯乐,2024-01-25
300075.XSHE,数字政通,0.01,0.07,3.41,1.8,3.31,44.17,2020-10-28,300075.XSHE,数字政通,2024-01-25
300607.XSHE,拓斯达,0.44,0.43,3.35,3.62,1.66,70.57,2020-10-28,300607.XSHE,拓斯达,2024-01-25
603398.XSHG,沐邦高科,0.01,0.09,0.46,1.01,2.96,27.77,2020-10-28,603398.XSHG,沐邦高科,2024-01-25
300525.XSHE,博思软件,0.15,0.09,2.12,1.12,1.88,65.36,2020-10-28,300525.XSHE,博思软件,2024-01-25
002797.XSHE,第一创业,0.03,-0.92,1.44,0.5,35.02,389.12,2020-10-28,002797.XSHE,第一创业,2024-01-25
600189.XSHG,泉阳泉,0.03,0.16,2.47,-1.67,4.92,27.42,2020-10-28,600189.XSHG,泉阳泉,2024-01-25
601336.XSHG,新华保险,0.93,4.12,7.65,14.57,20.85,1294.64,2020-10-28,601336.XSHG,新华保险,2024-01-25
002689.XSHE,远大智能,0.04,0.04,0.06,0.1,10.41,34.76,2020-10-28,002689.XSHE,远大智能,2024-01-25
300188.XSHE,美亚柏科,0.08,0.22,0.9,1.52,6.01,119.49,2020-10-28,300188.XSHE,美亚柏科,2024-01-25
601579.XSHG,会稽山,0.03,0.16,3.44,1.92,4.97,40.68,2020-10-28,601579.XSHG,会稽山,2024-01-25
002013.XSHE,中航机电,0.07,-0.03,0.7,1.26,38.85,445.58,2020-10-28,002013.XSHE,中航机电,2024-01-25
600305.XSHG,恒顺醋业,0.08,0.09,0.06,1.09,10.03,211.82,2020-10-28,600305.XSHG,恒顺醋业,2024-01-25
002463.XSHE,沪电股份,0.22,0.39,0.2,1.92,17.06,320.51,2020-10-28,002463.XSHE,沪电股份,2024-01-25
688006.XSHG,杭可科技,0.28,-0.02,2.79,2.17,0.95,49.39,2020-10-28,688006.XSHG,杭可科技,2024-01-25
600328.XSHG,中盐化工,0.17,0.39,4.18,1.16,4.38,31.8,2020-10-28,600328.XSHG,中盐化工,2024-01-25
600874.XSHG,创业环保,0.13,0.16,0.3,2.83,10.87,71.65,2020-10-28,600874.XSHG,创业环保,2024-01-25
600612.XSHG,老凤祥,0.94,-6.11,0.98,12.01,3.17,149.33,2020-10-28,600612.XSHG,老凤祥,2024-01-25
300847.XSHE,中船汉光,0.11,0.06,2.21,2.01,0.49,15.89,2020-10-28,300847.XSHE,中船汉光,2024-01-25
688066.XSHG,航天宏图,0.19,0.13,4.91,1.33,0.96,43.1,2020-10-28,688066.XSHG,航天宏图,2024-01-25
002215.XSHE,诺普信,0.01,0.04,0.34,1.26,7.16,43.12,2020-10-28,002215.XSHE,诺普信,2024-01-25
300554.XSHE,三超新材,0.11,-0.12,2.34,2.04,0.56,11.5,2020-10-28,300554.XSHE,三超新材,2024-01-25
002370.XSHE,亚太药业,-0.1,0.19,2.44,-2.95,4.63,24.18,2020-10-28,002370.XSHE,亚太药业,2024-01-25
603882.XSHG,金域医学,1.09,1.53,1.96,4.09,4.59,469.96,2020-10-28,603882.XSHG,金域医学,2024-01-25
601518.XSHG,吉林高速,0.06,0.11,0.46,1.09,12.13,28.39,2020-10-28,601518.XSHG,吉林高速,2024-01-25
603712.XSHG,七一二,0.09,-0.11,1.21,1.1,3.66,164.35,2020-10-28,603712.XSHG,七一二,2024-01-25
600380.XSHG,健康元,0.13,0.38,1.3,3.12,19.48,331.67,2020-10-28,600380.XSHG,健康元,2024-01-25
688127.XSHG,蓝特光学,0.15,0.17,1.43,0.76,0.37,9.97,2020-10-28,688127.XSHG,蓝特光学,2024-01-25
002357.XSHE,富临运业,0.08,0.01,0.67,1.82,3.13,18.18,2020-10-28,002357.XSHE,富临运业,2024-01-25
300842.XSHE,帝科股份,0.31,-1.1,5.23,1.97,0.25,15.68,2020-10-28,300842.XSHE,帝科股份,2024-01-25
002771.XSHE,真视通,0.02,0.16,0.7,1.41,1.49,19.13,2020-10-28,002771.XSHE,真视通,2024-01-25
603773.XSHG,沃格光电,0.06,0.72,10.2,5.39,0.64,19.47,2020-10-28,603773.XSHG,沃格光电,2024-01-25
688139.XSHG,海尔生物,0.37,0.56,5.93,1.43,0.76,53.32,2020-10-28,688139.XSHG,海尔生物,2024-01-25
600769.XSHG,祥龙电业,0.0,0.01,0.98,-1.93,3.75,22.12,2020-10-28,600769.XSHG,祥龙电业,2024-01-25
002065.XSHE,东华软件,0.07,0.02,0.69,1.29,28.08,286.1,2020-10-28,002065.XSHE,东华软件,2024-01-25
600011.XSHG,华能国际,0.22,0.72,1.17,2.32,109.98,594.98,2020-10-28,600011.XSHG,华能国际,2024-01-25
002307.XSHE,北新路桥,0.01,0.11,1.06,0.5,8.92,49.31,2020-10-28,002307.XSHE,北新路桥,2024-01-25
002243.XSHE,力合科创,0.12,-0.07,1.64,1.77,3.65,47.15,2020-10-28,002243.XSHE,力合科创,2024-01-25
300816.XSHE,艾可蓝,0.37,0.22,4.37,3.45,0.2,16.8,2020-10-28,300816.XSHE,艾可蓝,2024-01-25
600416.XSHG,湘电股份,0.3,0.13,5.12,-3.36,9.46,168.45,2020-10-28,600416.XSHG,湘电股份,2024-01-25
600761.XSHG,安徽合力,0.25,0.54,0.43,4.82,7.4,99.18,2020-10-28,600761.XSHG,安徽合力,2024-01-25
300674.XSHE,宇信科技,0.02,0.12,2.25,2.0,2.76,114.41,2020-10-28,300674.XSHE,宇信科技,2024-01-25
601718.XSHG,际华集团,0.0,-0.12,1.83,1.18,43.92,146.68,2020-10-28,601718.XSHG,际华集团,2024-01-25
603016.XSHG,新宏泰,0.11,0.13,1.86,2.11,1.48,36.28,2020-10-28,603016.XSHG,新宏泰,2024-01-25
600845.XSHG,宝信软件,0.27,0.53,2.56,2.33,8.36,605.03,2020-10-28,600845.XSHG,宝信软件,2024-01-25
300799.XSHE,左江科技,0.23,0.47,2.95,2.09,0.26,14.97,2020-10-28,300799.XSHE,左江科技,2024-01-25
600790.XSHG,轻纺城,0.04,-0.01,0.79,1.22,14.66,46.91,2020-10-28,600790.XSHG,轻纺城,2024-01-25
600963.XSHG,岳阳林纸,0.07,0.04,3.07,0.58,18.05,71.3,2020-10-28,600963.XSHG,岳阳林纸,2024-01-25
601368.XSHG,绿城水务,0.12,0.39,1.73,1.88,8.6,46.2,2020-10-28,601368.XSHG,绿城水务,2024-01-25
300855.XSHE,图南股份,0.19,0.22,2.85,1.17,0.5,21.45,2020-10-28,300855.XSHE,图南股份,2024-01-25
002442.XSHE,龙星化工,0.04,-0.01,0.86,0.66,4.8,19.66,2020-10-28,002442.XSHE,龙星化工,2024-01-25
600490.XSHG,鹏欣资源,0.04,-0.08,1.49,0.37,16.79,61.44,2020-10-28,600490.XSHG,鹏欣资源,2024-01-25
601606.XSHG,长城军工,-0.02,0.12,0.92,1.1,2.98,42.87,2020-10-28,601606.XSHG,长城军工,2024-01-25
600273.XSHG,嘉化能源,0.21,0.27,1.73,2.49,14.33,155.31,2020-10-28,600273.XSHG,嘉化能源,2024-01-25
300146.XSHE,汤臣倍健,0.32,0.31,2.04,1.01,8.93,187.55,2020-10-28,300146.XSHE,汤臣倍健,2024-01-25
000779.XSHE,甘咨询,0.24,0.5,2.72,1.74,1.75,18.71,2020-10-28,000779.XSHE,甘咨询,2024-01-25
000566.XSHE,海南海药,-0.03,0.14,2.55,0.12,12.03,110.83,2020-10-28,000566.XSHE,海南海药,2024-01-25
603189.XSHG,网达软件,0.07,-0.07,1.69,1.09,2.21,48.69,2020-10-28,603189.XSHG,网达软件,2024-01-25
002903.XSHE,宇环数控,0.16,0.59,1.68,1.31,0.66,9.06,2020-10-28,002903.XSHE,宇环数控,2024-01-25
000795.XSHE,英洛华,0.03,0.02,0.87,0.15,11.31,62.86,2020-10-28,000795.XSHE,英洛华,2024-01-25
600792.XSHG,云煤能源,0.04,-0.27,2.31,-0.06,9.9,28.71,2020-10-28,600792.XSHG,云煤能源,2024-01-25
300711.XSHE,广哈通信,0.0,-0.04,0.93,0.68,0.65,12.84,2020-10-28,300711.XSHE,广哈通信,2024-01-25
300397.XSHE,天和防务,0.05,0.32,0.81,0.92,3.15,78.28,2020-10-28,300397.XSHE,天和防务,2024-01-25
002056.XSHE,横店东磁,0.19,0.31,0.01,2.11,16.24,206.45,2020-10-28,002056.XSHE,横店东磁,2024-01-25
688520.XSHG,神州细胞,-0.4,-0.32,5.25,-4.47,0.45,27.38,2020-10-28,688520.XSHG,神州细胞,2024-01-25
002401.XSHE,中远海科,0.1,0.34,0.25,2.21,3.02,43.51,2020-10-28,002401.XSHE,中远海科,2024-01-25
000530.XSHE,冰山冷热,0.03,-0.02,0.86,1.17,5.99,21.61,2020-10-28,000530.XSHE,冰山冷热,2024-01-25
603949.XSHG,雪龙集团,0.18,0.06,1.69,1.38,0.52,10.12,2020-10-28,603949.XSHG,雪龙集团,2024-01-25
002916.XSHE,深南电路,0.76,1.1,7.46,5.88,1.53,178.54,2020-10-28,002916.XSHE,深南电路,2024-01-25
002988.XSHE,豪美新材,0.06,-0.73,4.45,3.11,0.58,9.58,2020-10-28,002988.XSHE,豪美新材,2024-01-25
600066.XSHG,宇通客车,0.04,0.48,0.58,3.7,22.14,348.03,2020-10-28,600066.XSHG,宇通客车,2024-01-25
600063.XSHG,皖维高新,0.08,0.1,0.83,0.51,19.26,68.56,2020-10-28,600063.XSHG,皖维高新,2024-01-25
603197.XSHG,保隆科技,0.46,0.16,0.92,4.71,1.64,45.44,2020-10-28,603197.XSHG,保隆科技,2024-01-25
300570.XSHE,太辰光,0.07,0.02,2.23,1.82,1.92,38.0,2020-10-28,300570.XSHE,太辰光,2024-01-25
603826.XSHG,坤彩科技,0.11,0.05,0.82,1.22,4.68,157.67,2020-10-28,603826.XSHG,坤彩科技,2024-01-25
002390.XSHE,信邦制药,0.05,0.07,2.17,-0.01,15.58,106.76,2020-10-28,002390.XSHE,信邦制药,2024-01-25
688001.XSHG,华兴源创,0.26,-0.33,4.32,1.08,0.38,15.55,2020-10-28,688001.XSHG,华兴源创,2024-01-25
300558.XSHE,贝达药业,0.92,0.34,1.86,3.92,4.02,457.46,2020-10-28,300558.XSHE,贝达药业,2024-01-25
002661.XSHE,克明食品,0.2,-0.1,4.19,2.43,3.3,67.65,2020-10-28,002661.XSHE,克明食品,2024-01-25
300427.XSHE,红相股份,0.18,0.12,2.33,2.64,2.65,70.45,2020-10-28,300427.XSHE,红相股份,2024-01-25
300430.XSHE,诚益通,0.1,0.22,3.32,1.89,2.25,20.17,2020-10-28,300430.XSHE,诚益通,2024-01-25
300677.XSHE,英科医疗,11.03,11.63,4.69,21.69,1.55,233.05,2020-10-28,300677.XSHE,英科医疗,2024-01-25
688078.XSHG,龙软科技,0.06,-0.2,4.61,1.07,0.17,6.27,2020-10-28,688078.XSHG,龙软科技,2024-01-25
601929.XSHG,吉视传媒,-0.0,0.05,0.29,0.48,31.11,67.2,2020-10-28,601929.XSHG,吉视传媒,2024-01-25
688278.XSHG,特宝生物,0.07,0.08,0.98,0.34,0.4,20.92,2020-10-28,688278.XSHG,特宝生物,2024-01-25
002802.XSHE,洪汇新材,0.28,-0.03,2.23,1.97,0.6,15.91,2020-10-28,002802.XSHE,洪汇新材,2024-01-25
002452.XSHE,长高电新,0.11,0.02,0.5,1.03,4.37,29.52,2020-10-28,002452.XSHE,长高电新,2024-01-25
300828.XSHE,锐新科技,0.16,0.28,3.01,2.08,0.28,7.89,2020-10-28,300828.XSHE,锐新科技,2024-01-25
000895.XSHE,双汇发展,0.55,1.31,2.43,3.38,8.82,466.85,2020-10-28,000895.XSHE,双汇发展,2024-01-25
000822.XSHE,山东海化,0.03,0.02,1.69,0.4,8.95,35.0,2020-10-28,000822.XSHE,山东海化,2024-01-25
603605.XSHG,珀莱雅,0.53,0.85,4.18,5.34,0.62,89.97,2020-10-28,603605.XSHG,珀莱雅,2024-01-25
601168.XSHG,西部矿业,0.2,0.81,2.27,0.86,23.83,203.51,2020-10-28,601168.XSHG,西部矿业,2024-01-25
002986.XSHE,宇新股份,-0.17,0.79,9.74,5.75,0.28,13.71,2020-10-28,002986.XSHE,宇新股份,2024-01-25
603713.XSHG,密尔克卫,0.46,1.03,4.51,4.94,0.68,81.31,2020-10-28,603713.XSHG,密尔克卫,2024-01-25
688181.XSHG,八亿时空,0.5,0.35,12.55,3.26,0.21,14.07,2020-10-28,688181.XSHG,八亿时空,2024-01-25
600237.XSHG,铜峰电子,0.02,0.03,1.49,-0.66,5.64,25.45,2020-10-28,600237.XSHG,铜峰电子,2024-01-25
300130.XSHE,新国都,0.09,0.03,2.17,1.9,3.54,50.21,2020-10-28,300130.XSHE,新国都,2024-01-25
002880.XSHE,卫光生物,0.27,0.11,3.95,3.94,1.61,91.28,2020-10-28,002880.XSHE,卫光生物,2024-01-25
300829.XSHE,金丹科技,0.33,0.42,5.96,4.05,0.28,26.41,2020-10-28,300829.XSHE,金丹科技,2024-01-25
603858.XSHG,步长制药,0.43,0.54,2.96,7.98,11.42,284.25,2020-10-28,603858.XSHG,步长制药,2024-01-25
600423.XSHG,柳化股份,0.0,-0.01,2.22,-2.79,7.99,23.4,2020-10-28,600423.XSHG,柳化股份,2024-01-25
300758.XSHE,七彩化学,0.22,0.03,2.86,2.04,1.23,30.72,2020-10-28,300758.XSHE,七彩化学,2024-01-25
600967.XSHG,内蒙一机,0.05,0.29,2.55,1.91,16.9,188.39,2020-10-28,600967.XSHG,内蒙一机,2024-01-25
300519.XSHE,新光药业,0.18,0.17,1.01,2.54,1.14,20.02,2020-10-28,300519.XSHE,新光药业,2024-01-25
688258.XSHG,卓易信息,0.21,0.4,6.44,2.54,0.21,15.28,2020-10-28,688258.XSHG,卓易信息,2024-01-25
002743.XSHE,富煌钢构,0.15,0.05,3.58,1.92,3.35,27.26,2020-10-28,002743.XSHE,富煌钢构,2024-01-25
002989.XSHE,中天精装,0.45,0.49,5.46,3.69,0.38,22.03,2020-10-28,002989.XSHE,中天精装,2024-01-25
603021.XSHG,山东华鹏,0.0,0.09,1.89,0.58,3.2,18.3,2020-10-28,603021.XSHG,山东华鹏,2024-01-25
603885.XSHG,吉祥航空,0.1,0.61,2.6,2.27,17.97,193.9,2020-10-28,603885.XSHG,吉祥航空,2024-01-25
600894.XSHG,广日股份,0.25,0.08,2.87,4.82,8.6,66.22,2020-10-28,600894.XSHG,广日股份,2024-01-25
300603.XSHE,立昂技术,-0.03,0.1,4.06,0.66,2.28,39.42,2020-10-28,300603.XSHE,立昂技术,2024-01-25
002424.XSHE,贵州百灵,0.04,-0.01,0.1,1.44,7.78,65.48,2020-10-28,002424.XSHE,贵州百灵,2024-01-25
002369.XSHE,卓翼科技,-0.01,-0.08,2.23,0.2,5.76,42.61,2020-10-28,002369.XSHE,卓翼科技,2024-01-25
002712.XSHE,思美传媒,0.02,-0.43,3.25,1.46,4.38,29.37,2020-10-28,002712.XSHE,思美传媒,2024-01-25
002634.XSHE,棒杰股份,0.05,0.08,0.01,0.57,3.3,25.89,2020-10-28,002634.XSHE,棒杰股份,2024-01-25
002816.XSHE,和科达,-0.15,-0.19,2.05,1.34,0.97,31.72,2020-10-28,002816.XSHE,和科达,2024-01-25
603895.XSHG,天永智能,0.07,0.33,3.49,0.95,0.33,6.49,2020-10-28,603895.XSHG,天永智能,2024-01-25
688050.XSHG,爱博医疗,0.3,0.32,12.41,0.68,0.21,43.08,2020-10-28,688050.XSHG,爱博医疗,2024-01-25
002487.XSHE,大金重工,0.27,0.31,1.47,1.63,5.42,48.63,2020-10-28,002487.XSHE,大金重工,2024-01-25
600908.XSHG,无锡银行,0.18,0.35,0.52,0.81,17.24,95.32,2020-10-28,600908.XSHG,无锡银行,2024-01-25
300797.XSHE,钢研纳克,0.08,0.06,1.13,0.83,0.62,10.56,2020-10-28,300797.XSHE,钢研纳克,2024-01-25
688128.XSHG,中国电研,0.17,0.33,3.47,0.85,0.48,9.81,2020-10-28,688128.XSHG,中国电研,2024-01-25
601888.XSHG,中国中免,1.14,1.2,1.02,7.51,19.52,4352.85,2020-10-28,601888.XSHG,中国中免,2024-01-25
300890.XSHE,翔丰华,0.12,0.26,6.72,2.41,0.24,11.62,2020-10-28,300890.XSHE,翔丰华,2024-01-25
600356.XSHG,恒丰纸业,0.15,0.07,2.96,2.88,2.99,25.69,2020-10-28,600356.XSHG,恒丰纸业,2024-01-25
002990.XSHE,盛视科技,0.3,0.07,8.41,4.59,0.32,24.84,2020-10-28,002990.XSHE,盛视科技,2024-01-25
600858.XSHG,银座股份,-0.01,-0.26,1.86,2.45,5.18,36.07,2020-10-28,600858.XSHG,银座股份,2024-01-25
600287.XSHG,江苏舜天,0.26,0.2,0.45,2.57,4.37,24.29,2020-10-28,600287.XSHG,江苏舜天,2024-01-25
600420.XSHG,国药现代,0.3,0.72,2.48,3.94,10.27,97.46,2020-10-28,600420.XSHG,国药现代,2024-01-25
688015.XSHG,交控科技,0.26,2.19,4.13,2.05,0.91,43.52,2020-10-28,688015.XSHG,交控科技,2024-01-25
000039.XSHE,中集集团,0.24,1.71,1.34,6.01,15.26,136.73,2020-10-28,000039.XSHE,中集集团,2024-01-25
300731.XSHE,科创新源,-0.03,-0.19,2.81,1.01,0.84,25.76,2020-10-28,300731.XSHE,科创新源,2024-01-25
002092.XSHE,中泰化学,-0.07,1.19,4.39,2.81,21.46,109.03,2020-10-28,002092.XSHE,中泰化学,2024-01-25
603639.XSHG,海利尔,0.34,-0.14,2.8,6.65,2.36,52.9,2020-10-28,603639.XSHG,海利尔,2024-01-25
002439.XSHE,启明星辰,0.1,0.15,2.06,2.62,7.14,246.55,2020-10-28,002439.XSHE,启明星辰,2024-01-25
605066.XSHG,天正电气,0.22,0.12,1.63,1.32,0.71,9.66,2020-10-28,605066.XSHG,天正电气,2024-01-25
002600.XSHE,领益智造,0.12,0.04,1.24,0.45,18.85,210.97,2020-10-28,002600.XSHE,领益智造,2024-01-25
600933.XSHG,爱柯迪,0.13,0.2,2.18,1.47,2.73,38.48,2020-10-28,600933.XSHG,爱柯迪,2024-01-25
300313.XSHE,ST天山,0.01,-0.02,6.25,-1.06,1.84,35.18,2020-10-28,300313.XSHE,ST天山,2024-01-25
600507.XSHG,方大特钢,0.31,0.6,0.57,2.0,21.56,116.64,2020-10-28,600507.XSHG,方大特钢,2024-01-25
300721.XSHE,怡达股份,0.04,0.32,6.71,2.39,0.42,14.01,2020-10-28,300721.XSHE,怡达股份,2024-01-25
688019.XSHG,安集科技,1.2,0.15,13.62,3.89,0.3,92.72,2020-10-28,688019.XSHG,安集科技,2024-01-25
002095.XSHE,生意宝,0.02,-0.26,1.35,0.99,2.52,48.2,2020-10-28,002095.XSHE,生意宝,2024-01-25
603158.XSHG,腾龙股份,0.19,0.19,1.27,3.0,2.17,44.48,2020-10-28,603158.XSHG,腾龙股份,2024-01-25
603899.XSHG,晨光股份,0.48,0.83,0.52,3.36,9.2,624.77,2020-10-28,603899.XSHG,晨光股份,2024-01-25
600796.XSHG,钱江生化,-0.02,-0.05,0.12,0.54,3.01,16.73,2020-10-28,600796.XSHG,钱江生化,2024-01-25
002166.XSHE,莱茵生物,0.02,0.2,1.07,1.0,4.52,37.27,2020-10-28,002166.XSHE,莱茵生物,2024-01-25
002005.XSHE,ST德豪,0.01,0.05,2.67,-2.38,16.92,21.83,2020-10-28,002005.XSHE,ST德豪,2024-01-25
002185.XSHE,华天科技,0.07,0.29,0.79,1.08,27.39,375.27,2020-10-28,002185.XSHE,华天科技,2024-01-25
600467.XSHG,好当家,0.01,0.07,0.27,0.71,14.61,38.57,2020-10-28,600467.XSHG,好当家,2024-01-25
002367.XSHE,康力电梯,0.25,0.25,1.49,0.86,5.24,57.41,2020-10-28,002367.XSHE,康力电梯,2024-01-25
605018.XSHG,长华集团,0.14,0.15,1.89,1.49,0.42,6.42,2020-10-28,605018.XSHG,长华集团,2024-01-25
603886.XSHG,元祖股份,1.11,2.11,2.15,2.44,2.4,41.38,2020-10-28,603886.XSHG,元祖股份,2024-01-25
603116.XSHG,红蜻蜓,0.04,0.11,1.41,3.55,5.76,39.18,2020-10-28,603116.XSHG,红蜻蜓,2024-01-25
000050.XSHE,深天马A,0.2,1.26,10.67,1.83,18.29,270.13,2020-10-28,000050.XSHE,深天马A,2024-01-25
300145.XSHE,中金环境,0.04,0.19,0.39,1.09,17.66,64.29,2020-10-28,300145.XSHE,中金环境,2024-01-25
002730.XSHE,电光科技,0.06,0.06,0.58,1.31,3.07,35.35,2020-10-28,002730.XSHE,电光科技,2024-01-25
300867.XSHE,圣元环保,0.45,0.44,5.16,3.61,0.59,21.14,2020-10-28,300867.XSHE,圣元环保,2024-01-25
688338.XSHG,赛科希德,0.19,0.13,12.69,2.32,0.19,13.92,2020-10-28,688338.XSHG,赛科希德,2024-01-25
603790.XSHG,雅运股份,0.08,0.15,1.62,3.02,0.62,7.4,2020-10-28,603790.XSHG,雅运股份,2024-01-25
300831.XSHE,派瑞股份,0.02,0.15,0.6,0.69,0.8,16.09,2020-10-28,300831.XSHE,派瑞股份,2024-01-25
601512.XSHG,中新集团,0.1,-0.2,0.82,5.03,1.5,16.49,2020-10-28,601512.XSHG,中新集团,2024-01-25
300436.XSHE,广生堂,0.03,0.04,1.26,1.56,1.14,36.48,2020-10-28,300436.XSHE,广生堂,2024-01-25
600778.XSHG,友好集团,-0.28,0.06,1.3,-0.3,3.11,15.75,2020-10-28,600778.XSHG,友好集团,2024-01-25
002459.XSHE,晶澳科技,0.37,0.16,6.58,2.77,3.87,137.07,2020-10-28,002459.XSHE,晶澳科技,2024-01-25
600480.XSHG,凌云股份,0.06,0.26,2.94,1.88,7.63,74.82,2020-10-28,600480.XSHG,凌云股份,2024-01-25
601928.XSHG,凤凰传媒,0.1,0.61,1.12,2.69,25.45,182.47,2020-10-28,601928.XSHG,凤凰传媒,2024-01-25
603466.XSHG,风语筑,0.43,-0.02,2.71,2.81,0.9,16.83,2020-10-28,603466.XSHG,风语筑,2024-01-25
601236.XSHG,红塔证券,0.04,0.44,1.52,0.75,14.75,269.76,2020-10-28,601236.XSHG,红塔证券,2024-01-25
002993.XSHE,奥海科技,0.59,0.76,6.95,3.8,0.45,39.8,2020-10-28,002993.XSHE,奥海科技,2024-01-25
000750.XSHE,国海证券,0.06,0.77,1.65,0.38,54.45,290.19,2020-10-28,000750.XSHE,国海证券,2024-01-25
300404.XSHE,博济医药,0.03,0.04,0.37,0.54,1.5,18.44,2020-10-28,300404.XSHE,博济医药,2024-01-25
603867.XSHG,新化股份,0.23,0.41,3.56,5.22,0.85,22.6,2020-10-28,603867.XSHG,新化股份,2024-01-25
300684.XSHE,中石科技,0.26,0.08,3.19,1.54,1.04,29.75,2020-10-28,300684.XSHE,中石科技,2024-01-25
603856.XSHG,东宏股份,0.29,-0.27,2.55,3.33,0.91,14.34,2020-10-28,603856.XSHG,东宏股份,2024-01-25
003011.XSHE,海象新材,0.73,1.11,10.2,4.57,0.18,10.21,2020-10-28,003011.XSHE,海象新材,2024-01-25
002690.XSHE,美亚光电,0.27,0.29,0.59,0.95,3.29,157.58,2020-10-28,002690.XSHE,美亚光电,2024-01-25
688039.XSHG,当虹科技,0.05,-0.09,14.13,1.96,0.17,12.85,2020-10-28,688039.XSHG,当虹科技,2024-01-25
601222.XSHG,林洋能源,0.22,0.22,2.68,2.24,17.49,123.82,2020-10-28,601222.XSHG,林洋能源,2024-01-25
002145.XSHE,中核钛白,0.05,0.04,0.98,0.72,15.91,87.35,2020-10-28,002145.XSHE,中核钛白,2024-01-25
300817.XSHE,双飞股份,0.15,0.13,3.58,3.42,0.25,8.23,2020-10-28,300817.XSHE,双飞股份,2024-01-25
000554.XSHE,泰山石油,0.0,0.21,0.39,0.26,3.63,16.54,2020-10-28,000554.XSHE,泰山石油,2024-01-25
002437.XSHE,誉衡药业,-0.01,-0.0,0.19,-0.28,21.77,66.61,2020-10-28,002437.XSHE,誉衡药业,2024-01-25
002863.XSHE,今飞凯达,0.07,-0.03,0.64,1.3,3.77,31.15,2020-10-28,002863.XSHE,今飞凯达,2024-01-25
000718.XSHE,苏宁环球,0.07,0.05,0.35,1.48,22.89,71.88,2020-10-28,000718.XSHE,苏宁环球,2024-01-25
002472.XSHE,双环传动,0.02,0.12,2.13,1.61,5.56,36.14,2020-10-28,002472.XSHE,双环传动,2024-01-25
300126.XSHE,锐奇股份,0.01,0.06,1.56,0.6,2.11,15.32,2020-10-28,300126.XSHE,锐奇股份,2024-01-25
002035.XSHE,华帝股份,0.12,0.0,0.09,2.18,7.84,75.69,2020-10-28,002035.XSHE,华帝股份,2024-01-25
300261.XSHE,雅本化学,0.03,-0.04,0.71,0.37,9.32,71.14,2020-10-28,300261.XSHE,雅本化学,2024-01-25
688311.XSHG,盟升电子,0.02,-0.32,11.73,0.88,0.26,26.74,2020-10-28,688311.XSHG,盟升电子,2024-01-25
603019.XSHG,中科曙光,0.06,0.97,2.28,1.39,13.02,491.13,2020-10-28,603019.XSHG,中科曙光,2024-01-25
002942.XSHE,新农股份,0.42,0.5,2.97,3.68,0.39,12.41,2020-10-28,002942.XSHE,新农股份,2024-01-25
002544.XSHE,普天科技,0.07,0.88,1.14,1.47,5.13,77.41,2020-10-28,002544.XSHE,普天科技,2024-01-25
002693.XSHE,双成药业,-0.02,0.04,0.84,-0.63,4.03,19.65,2020-10-28,002693.XSHE,双成药业,2024-01-25
603906.XSHG,龙蟠科技,0.18,-0.06,1.95,1.78,3.01,80.36,2020-10-28,603906.XSHG,龙蟠科技,2024-01-25
300798.XSHE,锦鸡股份,0.0,-0.06,0.59,1.24,0.42,5.9,2020-10-28,300798.XSHE,锦鸡股份,2024-01-25
300818.XSHE,耐普矿机,0.13,-0.9,5.05,5.64,0.17,5.97,2020-10-28,300818.XSHE,耐普矿机,2024-01-25
300594.XSHE,朗进科技,0.2,-0.26,5.69,2.72,0.68,18.77,2020-10-28,300594.XSHE,朗进科技,2024-01-25
002907.XSHE,华森制药,0.08,0.03,0.32,1.23,0.65,10.56,2020-10-28,002907.XSHE,华森制药,2024-01-25
300821.XSHE,东岳硅材,0.02,0.04,1.76,0.4,3.0,33.78,2020-10-28,300821.XSHE,东岳硅材,2024-01-25
600865.XSHG,百大集团,0.27,0.1,0.62,3.27,3.76,27.92,2020-10-28,600865.XSHG,百大集团,2024-01-25
688026.XSHG,洁特生物,0.19,0.56,4.36,2.51,0.24,15.87,2020-10-28,688026.XSHG,洁特生物,2024-01-25
600371.XSHG,万向德农,0.02,0.13,0.08,0.64,2.93,43.18,2020-10-28,600371.XSHG,万向德农,2024-01-25
002702.XSHE,海欣食品,0.05,0.03,0.21,0.45,3.19,27.87,2020-10-28,002702.XSHE,海欣食品,2024-01-25
600585.XSHG,海螺水泥,1.63,1.69,2.0,25.07,40.0,2210.24,2020-10-28,600585.XSHG,海螺水泥,2024-01-25
600839.XSHG,四川长虹,0.03,-0.0,0.79,0.96,46.14,132.43,2020-10-28,600839.XSHG,四川长虹,2024-01-25
002217.XSHE,合力泰,0.01,0.01,1.44,1.37,26.8,134.53,2020-10-28,002217.XSHE,合力泰,2024-01-25
000877.XSHE,天山股份,0.45,0.66,3.89,4.4,8.8,153.05,2020-10-28,000877.XSHE,天山股份,2024-01-25
603987.XSHG,康德莱,0.13,0.16,1.34,1.44,4.36,73.54,2020-10-28,603987.XSHG,康德莱,2024-01-25
600512.XSHG,腾达建设,0.16,0.11,1.41,0.69,15.99,46.53,2020-10-28,600512.XSHG,腾达建设,2024-01-25
